Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
26;5;Adults;7;19;95.96774193548387;1993-01-01;2000-12-31;1996;No merge and no split;Chan;Chan (2002) [1993–2000];Observational;single centre;Singapore;Asia;high;1991–2000;na;4;3;NA;2;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.19230769230769232;0.36087281676536875;0.023742567850015862;19.230769230769234;0.08600261451922267
101;27;Children;35;66;83;1989-01-01;1995-12-01;1992;No merge and no split;Chang;Chang (1998) [1989–1995];Observational;multicentre;Taiwan;Asia;high;1991–2000;na;19;5;19;NA;11;21;NA;NA;6;NA;20;NA;6;0;4;NA;5;3;NA;NA;4;NA;5;NA;0.26732673267326734;0.3681629579059901;0.16649050744054458;26.732673267326735;0.05144705369016467
23;3;Neonates;NA;NA;95.96774193548387;1986-01-01;1993-12-31;1989;split time;Chang;Chang (2003) [1986–1993];Observational;single centre;Taiwan;Asia;high;1981–1990;na;0;0;1;0;4;9;NA;0;3;1;5;NA;0;0;0;0;1;1;NA;0;0;1;0;NA;0.13043478260869565;0.2780356340363043;-0.017166068818913017;13.043478260869565;0.07530655685082076
37;3;Neonates;NA;NA;95.96774193548387;1994-01-01;2001-12-31;1997;split time;Chang;Chang (2003) [1994–2001];Observational;single centre;Taiwan;Asia;high;1991–2000;na;0;0;0;0;11;10;NA;2;4;0;10;NA;0;0;0;0;1;0;NA;1;0;0;1;NA;0.08108108108108109;0.17283296169824325;-0.010670799536081065;8.108108108108109;0.04681218398834804
48;9;Not specified;34;33;95.96774193548387;1971-01-01;1978-12-31;1974;No merge and no split;Chattopadhyay;Chattopadhyay (1980) [1971–1978];Observational;single centre;United Kingdom;Europe;high;1971–1980;na;6;17;16;1;1;3;NA;NA;NA;NA;4;NA;1;2;1;0;1;2;NA;NA;NA;NA;2;NA;0.1875;0.30999999999999994;0.065;18.75;0.062499999999999986
36;22;Neonates;NA;NA;NA;NA;NA;1969;No merge and no split;Chevrie;Chevrie (1969);Observational;single centre;France;Europe;high;1961–1970;na;3;1;NA;5;6;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6111111111111112;0.8664781913681645;0.3557440308540577;61.111111111111114;0.13028932666176193
54;17;Children;26;28;23;1997-04-01;1999-03-01;1998;No merge and no split;Chinchankar;Chinchankar (2002) [1997–1999];Observational;single centre;India;Asia;low;1991–2000;na;21;NA;14;NA;NA;NA;NA;NA;NA;NA;19;NA;7;NA;3;NA;NA;NA;NA;NA;NA;NA;7;NA;0.3148148148148148;0.4644682782631595;0.16516135136647012;31.48148148148148;0.07635380788180851
85;35;Neonates and children;30;55;11.967741935483872;1973-08-01;1974-07-31;1974;No merge and no split;Chintu;Chintu (1975) [1973–1974];NA;single centre;Zambia;Africa;low;1971–1980;na;24;0;7;1;NA;NA;NA;NA;NA;NA;5;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4117647058823529;0.5481825455867676;0.2753468661779383;41.17647058823529;0.06960093862470135
402;38;Neonates and children;169;231;119.96774193548387;1996-01-01;2005-12-31;2000;No merge and no split;Cho;Cho (2010) [1996–2005];Observational;multicentre;Korea;Asia;high;1991–2000;na;91;18;67;NA;21;99;NA;NA;NA;NA;106;NA;18;3;0;NA;1;8;NA;NA;NA;NA;8;NA;0.0945273631840796;0.12458271503935123;0.06447201132880798;9.45273631840796;0.015334363191465115
58;11;Children;19;39;29.967741935483872;1985-07-01;1987-12-31;1986;No merge and no split;Choo;Choo (1990) [1985–1987];Observational;single centre;Malaysia;Asia;high;1981–1990;na;14;5;29;NA;3;NA;NA;NA;NA;NA;7;NA;4;0;4;NA;0;NA;NA;NA;NA;NA;3;NA;0.1896551724137931;0.3017342170533894;0.07757612777419683;18.96551724137931;0.057183186040610345
71;26;Adults;NA;NA;179.96774193548387;1984-01-01;1998-12-31;1991;No merge and no split;Chotmongkol;Chotmongkol (2000) [1984–1998];Observational;single centre;Thailand;Asia;high;1981–1990;na;24;NA;NA;NA;12;NA;NA;NA;1;6;9;19;9;NA;NA;NA;5;NA;NA;NA;1;4;5;2;0.36619718309859156;0.5069588485442516;0.22543551765293163;36.61971830985916;0.07181717624778569
77;35;Neonates;NA;NA;131.96774193548387;1980-01-01;1990-12-31;1985;split age;Chotpitayasunondh;Chotpitayasunondh (1994) [1980–1990];Observational;single centre;Thailand;Asia;high;1981–1990;na;2;1;0;NA;8;9;2;8;13;10;9;15;0;0;0;NA;4;2;1;6;9;4;5;4;0.45454545454545453;0.6051365762970812;0.303954332793828;45.45454545454545;0.07683220497531969
541;94;Children;NA;NA;131.96774193548387;1980-01-01;1990-12-31;1985;split age;Chotpitayasunondh;Chotpitayasunondh (1994) [1980–1990];Observational;single centre;Thailand;Asia;high;1981–1990;na;120;19;229;NA;12;9;7;1;6;4;71;64;29;2;25;NA;5;0;2;0;6;2;15;8;0.17375231053604437;0.20887782817203698;0.13862679290005173;17.375231053604438;0.01792118246734318
70;20;Children;NA;NA;7.967741935483871;1989-03-01;1989-10-31;1989;No merge and no split;Ciana;Ciana (1995) [1989–1989];Interventional;single centre;Mozambique;Africa;low;1981–1990;na;25;11;12;NA;3;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2857142857142857;0.4109340924542739;0.1604944789742975;28.57142857142857;0.06388765649999399
409;135;Neonates and children;NA;NA;60;1983-02-01;1988-02-01;1985;No merge and no split;Cisse;Cisse (1989) [1983–1988];NA;single centre;Senegal;Africa;low;1981–1990;na;71;NA;94;NA;NA;NA;NA;NA;NA;NA;15;NA;39;NA;19;NA;NA;NA;NA;NA;NA;NA;9;NA;0.33007334963325186;0.3857534036080675;0.2743932956584362;33.007334963325185;0.028408190803477375
473;70;Not specified;149;220;5.966666666666667;2015-01-01;2015-06-30;2015;No merge and no split;Coldiron;Coldiron (2016) [2015–2015];Observational;multicentre;Niger;Africa;low;After 2010;na;12;182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14799154334038056;0.1826607537422154;0.11332233293854571;14.799154334038056;0.01768837265399737
103;22;Children;44;59;16.967741935483872;1991-11-01;1993-03-31;1992;No merge and no split;Commey;Commey (1994) [1991–1993];NA;single centre;Ghana;Africa;low;1991–2000;na;35;28;7;NA;NA;NA;2;NA;NA;NA;1;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21359223300970873;0.3028467464976109;0.12433771952180658;21.35922330097087;0.045538017085664365
270;34;Children;122;148;59.96774193548387;2004-01-01;2008-12-31;2006;No merge and no split;Correa-Lima;Correa-Lima (2015) [2004–2008];Observational;single centre;Brazil;S-America;high;2001–2010;na;54;94;23;NA;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1259259259259259;0.168254317458877;0.08359753439297485;12.592592592592592;0.021596118129056673
62;3;Children;33;29;53.96666666666667;1987-01-01;1991-06-30;1989;No merge and no split;Craig;Craig (1992) [1987–1991];Observational;single centre;New Zealand;Oceania;high;1981–1990;na;7;5;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04838709677419355;0.10314225133604839;-0.006368057787661281;4.838709677419355;0.02793630334788512
467;18;Neonates and children;NA;NA;35.96666666666667;1988-10-01;1991-09-30;1990;No merge and no split;Dagan;Dagan (1994) [1988–1991];Observational;multicentre;Israel;Asia;high;1981–1990;na;97;105;280;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.03854389721627409;0.05635026926499743;0.020737525167550758;3.854389721627409;0.009084883698328232
118;13;Children;46;75;35.96774193548387;1990-01-01;1992-12-31;1991;No merge and no split;Daoud;Daoud (1995) [1990–1992];NA;multicentre;Jordan;Asia;high;1981–1990;na;18;40;39;NA;NA;NA;NA;NA;NA;NA;19;NA;3;2;5;NA;NA;NA;NA;NA;NA;NA;3;NA;0.11016949152542373;0.17005830932126623;0.0502806737295812;11.016949152542372;0.03055551928359312
52;12;Neonates;NA;NA;33;1993-01-01;1995-10-01;1994;No merge and no split;Daoud;Daoud (1999) [1993–1995];Interventional;single centre;Jordan;Asia;high;1991–2000;na;0;2;NA;NA;4;3;4;9;NA;23;6;NA;0;0;NA;NA;2;0;0;3;NA;5;2;NA;0.23076923076923078;0.3613392147244231;0.1001992468140385;23.076923076923077;0.06661733875264914
60;13;Adults;26;34;47.96774193548387;2001-01-01;2004-12-31;2003;No merge and no split;Dauchy;Dauchy (2007) [2001–2004];Observational;single centre;France;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21666666666666667;0.3344480083318236;0.09888532500150969;21.666666666666668;0.060092521257733136
270;30;Not specified;108;162;119.96774193548387;1968-01-01;1977-12-31;1972;No merge and no split;Davey;Davey (1982) [1968–1977];Observational;multicentre;United Kingdom;Europe;high;1971–1980;na;40;113;52;NA;NA;NA;NA;NA;NA;NA;17;48;12;4;4;NA;NA;NA;NA;NA;NA;NA;7;3;0.1111111111111111;0.1508717115818565;0.07135051064036572;11.11111111111111;0.020286020648339485
53;7;Children;20;33;NA;NA;NA;1976;No merge and no split;Dawson;Dawson (1976);Observational;single centre;New Zealand;Oceania;high;1971–1980;na;11;16;15;NA;NA;NA;NA;NA;NA;NA;NA;11;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1320754716981132;0.22991835037144526;0.034232593024781176;13.20754716981132;0.04991983605782247
144;2;Children;73;70;155.96774193548387;1975-01-01;1987-12-31;1981;No merge and no split;Dawson;Dawson (1988) [1975–1987];Observational;single centre;New Zealand;Oceania;high;1971–1980;na;24;16;99;NA;NA;NA;NA;NA;NA;NA;5;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;1;NA;0.013888888888888888;0.03313790682118935;-0.005360129043411571;1.3888888888888888;0.009820927516479826
49;9;Not specified;26;23;143.96774193548387;2006-01-01;2017-12-31;2012;No merge and no split;De Almeida;De Almeida (2019) [2006–2017];Observational;single centre;Brazil;S-America;high;After 2010;na;9;NA;1;NA;2;NA;NA;NA;NA;NA;37;NA;1;NA;0;NA;0;NA;NA;NA;NA;NA;8;NA;0.1836734693877551;0.3036734693877551;0.0636734693877551;18.367346938775512;0.061224489795918366
150;49;Neonates and children;71;79;11.967741935483872;1985-09-01;1986-08-31;1986;No merge and no split;de Bary;de Bary (1990) [1985–1986];Observational;single centre;Côte d'Ivoire;Africa;low;1981–1990;na;36;NA;67;NA;NA;20;NA;NA;NA;NA;15;12;17;NA;15;NA;NA;7;NA;NA;NA;NA;6;3;0.32666666666666666;0.41813333333333336;0.23520000000000002;32.666666666666664;0.04666666666666667
380;76;Neonates;NA;NA;23.967741935483872;1985-09-01;1987-08-31;1986;split age;de Louvois;de Louvois (1991) [1985–1987];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;18;10;9;19;72;112;NA;NA;NA;NA;48;92;3;0;2;2;18;27;NA;NA;NA;NA;21;3;0.2;0.2449654838386301;0.15503451616136987;NA;0.02294157338705618
1430;78;Children;NA;NA;23.967741935483872;1985-09-01;1987-08-31;1986;split age;de Louvois;de Louvois (1991) [1985–1987];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;150;433;445;1;27;44;NA;NA;NA;NA;60;270;12;19;17;0;5;11;NA;NA;NA;NA;9;5;0.05454545454545454;0.06665052538321858;0.0424403837076905;NA;0.006176056549879613
7227;813;Not specified;NA;NA;83.96774193548387;1994-04-01;2001-03-31;1997;No merge and no split;Deeks;Deeks (2005) [1994–2001];Observational;multicentre;Canada;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11249481112494811;0.12022772706838;0.1047618951815162;11.249481112494811;0.003945365277261174
104;29;Adults;NA;NA;83.96774193548387;1980-01-01;1986-12-31;1983;No merge and no split;Dufour;Dufour (1991) [1980–1986];Observational;single centre;Switzerland;Europe;high;1981–1990;na;32;21;5;10;NA;NA;5;NA;NA;NA;12;19;15;1;0;2;NA;NA;3;NA;NA;NA;5;3;0.27884615384615385;0.3803357982883041;0.1773565094040036;27.884615384615387;0.051780430837831765
346;59;Children;161;185;37.96774193548387;1997-09-01;2000-10-31;1999;No merge and no split;Duke;Duke (2003) [1997–2000];Interventional;multicentre;Papua New Guinea;Oceania;low;1991–2000;na;126;1;112;NA;NA;NA;NA;NA;NA;NA;24;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17052023121387283;0.21403192388966033;0.12700853853808533;17.052023121387283;0.022199843201932398
253;63;Adults;NA;NA;323.96774193548384;1962-01-01;1988-12-31;1975;No merge and no split;Durand;Durand (1993) [1962–1988];Observational;single centre;United States;N-America;high;1971–1980;na;97;35;9;29;4;1;13;1;NA;3;27;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2490118577075099;0.31050204628086875;0.187521669134151;25;0.03137254519048922
279;55;Adults;122;157;119.96774193548387;1997-01-01;2006-12-31;2001;No merge and no split;Dzupova;Dzupova (2009) [1997–2006];Observational;single centre;Czech Rep.;Europe;high;1991–2000;na;82;75;3;21;8;2;14;NA;NA;3;8;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1971326164874552;0.24923207539321682;0.14503315758169355;19.71326164874552;0.026581356584572263
294;50;Not specified;NA;NA;120;1948-01-01;1958-01-01;1952;No merge and no split;Eigler;Eigler (1961) [1948–1958];Observational;single centre;United States;N-America;high;Before 1961;na;37;38;46;NA;NA;NA;23;NA;NA;NA;93;57;7;3;5;NA;NA;NA;5;NA;NA;NA;23;7;0.17006802721088435;0.21720847928998752;0.12292757513178118;17.006802721088434;0.024051251060766922
64;1;Neonates and children;NA;NA;59.96774193548387;1998-01-01;2002-12-31;2000;No merge and no split;Elsaid;Elsaid (2006) [1998–2002];Observational;single centre;Qatar;Asia;high;1991–2000;na;8;4;12;NA;NA;6;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.015625;0.04625;-0.015;1.5625;0.015625
159;34;Adults;69;90;95.96774193548387;2001-01-01;2008-12-31;2004;No merge and no split;Erdem;Erdem (2010) [2001–2008];Observational;multicentre;Turkey;Europe;high;2001–2010;na;110;4;2;14;4;NA;4;NA;NA;NA;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2138364779874214;0.2857148787037534;0.14195807727108936;21.38364779874214;0.03667265342670001
109;8;Neonates;NA;NA;199.96774193548387;1993-01-01;2009-08-31;2001;No merge and no split;Ergaz;Ergaz (2013) [1993–2009];Observational;multicentre;Israel;Asia;high;1991–2000;na;NA;NA;NA;NA;11;3;8;NA;NA;NA;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07339449541284404;0.12425428591286727;0.022534704912820804;7.339449541284404;0.025948872704093486
525;98;Not specified;238;287;59.96774193548387;1996-01-01;2000-12-31;1998;No merge and no split;Faustini;Faustini (2007) [1996–2000];Observational;multicentre;Italy;Europe;high;1991–2000;na;142;97;72;25;NA;NA;14;NA;NA;NA;54;121;39;13;5;8;NA;NA;4;NA;NA;NA;11;18;0.18666666666666668;0.22362478109668354;0.1497085522366498;18.666666666666668;0.01885618083164126
166;6;Children;57;109;119.96774193548387;1986-01-01;1995-12-31;1990;No merge and no split;Fernandez-Jaen;Fernandez-Jaen (1998) [1986–1995];Observational;single centre;Spain;Europe;high;1981–1990;na;9;53;38;NA;NA;NA;NA;NA;NA;NA;3;63;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;4;0.03614457831325301;0.06506626443286162;0.007222892193644408;3.614457831325301;0.014755962305922759
63;33;Not specified;NA;NA;11.967741935483872;1947-01-01;1947-12-31;1947;split time;Finland;Finland (1977) [1947–1947];Observational;single centre;United States;N-America;high;Before 1961;na;20;14;13;NA;3;2;4;0;0;2;5;NA;16;3;3;0;2;2;2;0;0;1;4;NA;0.5238095238095238;0.7025292505907069;0.3450897970283407;52.38095238095239;0.0911835340720322
155;53;Not specified;NA;NA;83.96774193548387;1951-01-01;1957-12-31;1954;split time;Finland;Finland (1977) [1951–1957];Observational;single centre;United States;N-America;high;Before 1961;na;58;51;21;1;5;1;7;1;0;0;10;NA;34;6;0;1;2;0;4;0;0;0;6;NA;0.3419354838709677;0.4339936476321924;0.24987732010974315;34.193548387096776;0.046968450898583994
147;60;Not specified;NA;NA;143.96774193548387;1961-01-01;1972-12-31;1967;split time;Finland;Finland (1977) [1961–1972];Observational;single centre;United States;N-America;high;1961–1970;na;69;21;35;0;1;5;4;0;1;3;8;NA;40;4;1;NA;1;4;3;0;1;2;4;NA;0.40816326530612246;0.5114428212049869;0.30488370940725795;40.816326530612244;0.052693650968808396
108;9;Adults;NA;NA;71.96774193548387;1995-01-01;2000-12-31;1997;No merge and no split;Flores-Cordero;Flores-Cordero (2003) [1995–2000];Observational;single centre;Spain;Europe;high;1991–2000;na;25;10;1;NA;2;NA;4;1;NA;NA;4;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08333333333333333;0.13777777777777775;0.028888888888888888;8.333333333333332;0.027777777777777773
389;83;Not specified;149;189;107.96774193548387;1963-01-01;1971-12-31;1967;No merge and no split;Floyd;Floyd (1974) [1963–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;69;156;113;8;13;2;6;NA;NA;NA;23;NA;27;29;9;1;7;2;3;NA;NA;NA;5;NA;0.2133676092544987;0.25927107921625403;0.16746413929274337;21.336760925449873;0.023420137735589455
1049;168;Not specified;NA;NA;71.96774193548387;2004-01-01;2009-12-31;2006;No merge and no split;Fonseca de Souza;Fonseca de Souza (2012) [2004–2009];Observational;multicentre;Brazil;S-America;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1601525262154433;0.1843703560893792;0.13593469634150732;16.015252621544327;0.012356035649967321
24;15;Adults;NA;NA;17;1991-02-01;1992-07-01;1991;split age;Ford;Ford (1994) [1991–1992];Observational;multicentre;South Africa;Africa;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.625;0.9412936399402724;0.3087063600597276;62.5;0.1613743060919757
55;15;Children;NA;NA;17;1991-02-01;1992-07-01;1991;split age;Ford;Ford (1994) [1991–1992];Observational;multicentre;South Africa;Africa;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2727272727272727;0.41074631561030067;0.13470822984424477;27.27272727272727;0.07041787902195304
6;3;Neonates;NA;NA;17;1991-02-01;1992-07-01;1991;split age;Ford;Ford (1994) [1991–1992];Observational;multicentre;South Africa;Africa;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5;1.0658032638058332;-0.06580326380583323;50;0.28867513459481287
262;25;Children;NA;NA;119;1980-01-01;1989-12-01;1984;No merge and no split;Fortnum;Fortnum (1993) [1980–1989];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;33;100;99;NA;3;10;NA;NA;NA;NA;12;5;6;5;6;NA;2;3;NA;NA;NA;NA;3;0;0.09541984732824428;0.13282442748091602;0.05801526717557252;9.541984732824428;0.019083969465648856
69;21;Not specified;NA;NA;95.96774193548387;1957-01-01;1964-12-31;1960;No merge and no split;Fortuine;Fortuine (1966) [1957–1964];Observational;single centre;United States;N-America;high;Before 1961;na;11;11;1;NA;NA;NA;NA;NA;NA;NA;10;36;3;5;1;NA;NA;NA;NA;NA;NA;NA;2;10;0.30434782608695654;0.434519541479905;0.17417611069400804;30.434782608695656;0.06641414050660636
21;16;Neonates;NA;NA;72;1960-06-01;1966-06-01;1963;No merge and no split;Fosson;Fosson (1968) [1960–1966];Observational;single centre;United States;N-America;high;1961–1970;na;1;NA;1;NA;12;NA;NA;NA;NA;NA;4;NA;1;NA;1;NA;8;NA;NA;NA;NA;NA;3;NA;0.7619047619047619;1.1352380952380952;0.38857142857142857;76.19047619047619;0.19047619047619047
115;30;Neonates;NA;NA;35.96774193548387;1987-01-01;1989-12-31;1988;No merge and no split;Francis;Francis (1992) [1987–1989];Observational;multicentre;Australia;Oceania;high;1981–1990;na;0;NA;NA;3;25;41;NA;NA;NA;NA;46;NA;0;NA;NA;1;8;12;NA;NA;NA;NA;NA;NA;0.2608695652173913;0.3542205402356631;0.16751859019911952;26.08695652173913;0.04762804847871009
26;5;Neonates;17;9;119.96774193548387;1993-01-01;2002-12-31;1997;No merge and no split;Franco;Franco (1992) [1993–2002];Observational;single centre;United States;N-America;high;1991–2000;na;0;NA;NA;NA;7;11;1;NA;NA;NA;7;NA;0;NA;NA;NA;2;1;0;NA;NA;NA;2;NA;0.19230769230769232;0.36087281676536875;0.023742567850015862;19;0.08600261451922267
218;36;Children and adults;87;131;119.96774193548387;1993-01-01;2002-12-31;1997;No merge and no split;Franco;Franco (2008) [1993–2002];Observational;single centre;Mexico;S-America;high;1991–2000;na;67;4;109;NA;NA;NA;NA;NA;NA;NA;14;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1651376146788991;0.21908256880733945;0.11119266055045873;16.51376146788991;0.027522935779816512
30;20;Not specified;NA;NA;143.96774193548387;1935-01-01;1946-12-31;1940;No merge and no split;Fraser;Fraser (1973) [1935–1946];Observational;multicentre;United States;N-America;high;Before 1961;na;11;6;6;NA;NA;NA;NA;NA;NA;NA;6;1;10;1;3;NA;NA;NA;NA;NA;NA;NA;5;1;0.6666666666666666;0.9588462157266392;0.3744871176066942;66.66666666666666;0.14907119849998599
260;52;Not specified;NA;NA;125.96666666666667;1961-01-01;1971-06-30;1966;No merge and no split;Fraser;Fraser (1973) [1961–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;59;61;106;NA;NA;NA;NA;NA;NA;NA;34;NA;21;4;15;NA;NA;NA;NA;NA;NA;NA;12;NA;0.2;0.25436061923007247;0.14563938076992758;20;0.027735009811261452
179;42;Not specified;NA;NA;95.96774193548387;1964-01-01;1971-12-31;1967;No merge and no split;Fraser;Fraser (1974) [1964–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;30;21;90;NA;NA;NA;NA;NA;NA;NA;25;NA;7;6;7;NA;NA;NA;NA;NA;NA;NA;8;NA;0.2346368715083799;0.30559917189318103;0.16367457112357875;23.463687150837988;0.03620525529836793
126;10;Children;NA;NA;47.96774193548387;1967-01-01;1970-12-31;1968;No merge and no split;Fraser;Fraser (1975) [1967–1970];Observational;multicentre;United States;N-America;high;1961–1970;na;29;29;60;1;7;1;4;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07936507936507936;0.12855606518992083;0.030174093540237906;7.936507936507936;0.025097441747368093
79;12;Adults;33;46;95.96774193548387;2007-01-01;2014-12-31;2010;No merge and no split;Fuentes-Antras;Fuentes-Antras (2019) [2007–2014];Observational;multicentre;Spain;Europe;high;2001–2010;na;27;2;1;10;2;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1518987341772152;0.2378435337426582;0.06595393461177217;15.18987341772152;0.043849387533389295
73;4;Neonates and children;NA;NA;95.96774193548387;1997-01-01;2004-12-31;2000;No merge and no split;Garges;Garges (2006) [1997–2004];Observational;multicentre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0547945205479452;0.1084931506849315;0.0010958904109589051;5.47945205479452;0.0273972602739726
132;37;Children;46;86;59.96774193548387;1990-01-01;1994-12-31;1992;No merge and no split;Gedlu;Gedlu (1995) [1990–1994];Observational;single centre;Ethiopia;Africa;low;1991–2000;na;17;31;34;NA;1;NA;NA;NA;NA;NA;2;47;6;5;10;NA;0;NA;NA;NA;NA;NA;1;15;0.2803030303030303;0.37062283757109477;0.18998322303496587;28.030303030303028;0.04608153432044104
1289;95;Not specified;591;715;275.96774193548384;1954-01-01;1976-12-31;1965;No merge and no split;Geiseler;Geiseler (1980) [1954–1976];Observational;single centre;United States;N-America;high;1961–1970;na;178;396;458;NA;NA;NA;11;NA;NA;NA;125;121;32;24;16;NA;NA;NA;3;NA;NA;NA;16;4;0.07370054305663305;0.08852111475238601;0.058879971360880086;7.370054305663305;0.007561516171302533
39;1;Not specified;NA;NA;35.96666666666667;1971-07-01;1974-06-30;1972;No merge and no split;Gilsdorf;Gilsdorf (1977) [1971–1974];Observational;single centre;United States;N-America;high;1971–1980;na;8;1;26;NA;NA;NA;NA;NA;NA;NA;1;3;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;0;0.02564102564102564;0.07589743589743589;-0.024615384615384612;2.564102564102564;0.025641025641025637
70;15;Children;24;46;NA;NA;NA;1987;split age;Girgis;Girgis (1987);Interventional;single centre;Egypt;Africa;low;1981–1990;na;26;27;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21428571428571427;0.32272924797952196;0.10584218059190661;NA;0.055328333517248814
30;2;Adults;NA;NA;12.967741935483872;1985-03-01;1986-03-31;1985;split age;Girgis;Girgis (1987) [1985–1986];Interventional;single centre;Egypt;Africa;low;1981–1990;na;9;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06666666666666667;0.15906195274170887;-0.02572861940837554;6.666666666666667;0.04714045207910317
418;62;Adults;NA;NA;239.96774193548387;1995-01-01;2014-12-31;2004;split time;Glimaker;Glimaker (2016) [1995–2014];Observational;multicentre;Sweden;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14832535885167464;0.18524654409823718;0.11140417360511208;NA;0.018837339411511507
414;65;Adults;NA;NA;179.96774193548387;2000-01-01;2014-12-31;2007;split time;Glimaker;Glimaker (2016) [2000–2014];Observational;multicentre;Sweden;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1570048309178744;0.1951739738808337;0.11883568795491507;NA;0.019474052532122102
