Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
89;17;Children;35;54;23;1990-04-01;1992-03-01;1991;No merge and no split;Qazi;Qazi (1996) [1990–1992];Interventional;single centre;Pakistan;Asia;low;1981–1990;na;6;8;20;NA;NA;NA;NA;NA;NA;NA;6;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.19101123595505617;0.2818122137776473;0.10021025813246501;19.101123595505616;0.04632702950132202
107;37;Neonates;NA;NA;215;1975-01-01;1992-12-01;1983;No merge and no split;Moreno;Moreno (1994) [1975–1992];Observational;single centre;Panama;S-America;high;1981–1990;na;0;1;1;1;17;NA;11;8;5;26;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.34579439252336447;0.4572169584989206;0.23437182654780833;34.57943925233645;0.05684824794671231
346;59;Children;161;185;37.96774193548387;1997-09-01;2000-10-31;1999;No merge and no split;Duke;Duke (2003) [1997–2000];Interventional;multicentre;Papua New Guinea;Oceania;low;1991–2000;na;126;1;112;NA;NA;NA;NA;NA;NA;NA;24;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17052023121387283;0.21403192388966033;0.12700853853808533;17.052023121387283;0.022199843201932398
256;16;Neonates and children;119;137;167;1981-01-01;1994-12-01;1987;merge age;Lecour;Lecour (1995) [1981–1994];Observational;single centre;Portugal;Europe;high;1981–1990;na;61;108;60;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0625;0.093125;0.031875;6.25;0.015625
64;1;Neonates and children;NA;NA;59.96774193548387;1998-01-01;2002-12-31;2000;No merge and no split;Elsaid;Elsaid (2006) [1998–2002];Observational;single centre;Qatar;Asia;high;1991–2000;na;8;4;12;NA;NA;6;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.015625;0.04625;-0.015;1.5625;0.015625
56;3;Neonates and children;NA;NA;24.967741935483872;2000-03-01;2002-03-31;2001;No merge and no split;Luca;Luca (2004) [2000–2002];Observational;multicentre;Romania;Europe;high;1991–2000;na;6;37;13;NA;NA;NA;NA;NA;NA;1;NA;NA;0;2;0;NA;NA;NA;NA;NA;NA;1;NA;NA;0.05357142857142857;0.11419320683633928;-0.007050349693482132;5.357142857142857;0.030929478706587094
91;23;Neonates and children;38;53;107.96774193548387;1956-01-01;1964-12-31;1960;No merge and no split;McNiel;McNiel (1966) [1956–1964];Observational;single centre;Saudi Arabia;Asia;high;Before 1961;na;17;18;7;NA;1;NA;7;NA;1;NA;9;31;4;4;3;NA;1;NA;2;NA;1;NA;3;5;0.25274725274725274;0.3560420855570652;0.14945241993744035;25.274725274725274;0.05270144531112878
208;5;Neonates and children;91;117;23;1999-06-01;2001-05-01;2000;No merge and no split;Al-Mazrou;Al-Mazrou (2003) [1999–2001];Observational;multicentre;Saudi Arabia;Asia;high;1991–2000;na;21;37;56;NA;NA;NA;NA;NA;NA;NA;22;67;2;0;2;NA;NA;NA;NA;NA;NA;NA;1;0;0.02403846153846154;0.045109102095671094;0.002967820981251983;2.4630541871921183;0.010750326814902834
50;6;Children;16;34;47.96774193548387;1988-01-01;1991-12-31;1989;No merge and no split;Srair;Srair (1992) [1988–1991];Observational;single centre;Saudi Arabia;Asia;high;1981–1990;na;6;8;8;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12;0.21601999791710058;0.023980002082899434;12;0.04898979485566356
206;79;Neonates and children;NA;NA;35.96774193548387;2006-01-01;2008-12-31;2007;No merge and no split;Ba;Ba (2010) [2006–2008];Observational;multicentre;Senegal;Africa;low;2001–2010;na;101;13;42;NA;NA;NA;NA;NA;NA;NA;50;NA;49;1;15;NA;NA;NA;NA;NA;NA;NA;14;NA;0.38349514563106796;0.46806243232009004;0.2989278589420458;38.349514563106794;0.04314657484133781
112;7;Neonates and children;63;59;184.96774193548387;1998-01-01;2013-05-31;2005;No merge and no split;Wee;Wee (2016) [1998–2013];Observational;single centre;Singapore;Asia;high;2001–2010;na;22;12;16;2;15;23;NA;NA;1;2;19;NA;2;0;0;0;1;2;NA;NA;0;1;1;NA;0.0625;0.10880064794363034;0.016199352056369663;6.25;0.023622779563076703
1210;148;Not specified;NA;NA;131.96774193548387;1997-01-01;2007-12-31;2002;merge time;Hudeckova;Hudeckova (2010) [1997–2007];Observational;multicentre;Slovakia;Europe;high;2001–2010;na;269;545;134;0;0;0;0;0;0;0;262;0;26;86;3;0;0;0;0;0;0;0;33;0;0.12231404958677686;0.14202018935435456;0.10260790981919916;12.231404958677686;0.010054152942641684
82;41;Neonates;38;44;179.96774193548387;1956-01-01;1970-12-31;1963;No merge and no split;McDonald;McDonald (1972) [1956–1970];Observational;multicentre;South Africa;Africa;low;1961–1970;na;21;NA;2;1;17;5;NA;NA;2;NA;17;17;11;NA;2;0;9;3;NA;NA;1;NA;10;5;0.5;0.653050286650834;0.3469497133491661;50;0.07808688094430304
147;29;Children;70;77;23;1997-03-01;1999-02-01;1998;No merge and no split;Madhi;Madhi (2001) [1997–1999];Observational;single centre;South Africa;Africa;low;1991–2000;na;71;15;44;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.19727891156462585;0.2690811089930859;0.12547671413616582;19.727891156462583;0.0366337741981939
33;7;Adults;NA;NA;NA;NA;NA;1998;No merge and no split;Schutte;Schutte (1998);Observational;single centre;South Africa;Africa;low;1991–2000;na;24;4;NA;NA;1;1;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21212121212121213;0.36926280514201815;0.05497961910040613;21.21212121212121;0.08017428215347246
85;33;Not specified;NA;NA;17;1991-02-01;1992-07-01;1991;merge age;Ford;Ford (1994) [1991–1992];Observational;multicentre;South Africa;Africa;low;1981–1990;na;25;10;8;NA;NA;NA;NA;NA;NA;NA;8;34;12;4;2;NA;NA;NA;NA;NA;NA;NA;3;12;0.38823529411764707;0.5206981504378181;0.25577243779747605;38.82352941176471;0.06758308995927093
88;30;Neonates;37;51;131;1981-07-01;1992-06-01;1986;No merge and no split;Nel;Nel (2000) [1981–1992];Observational;single centre;South Africa;Africa;low;1981–1990;na;NA;2;1;1;20;28;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3409090909090909;0.46290184235342335;0.21891633946475847;34.090909090909086;0.062241199716496144
64;27;Children and adults;24;40;11;1994-05-01;1995-04-01;1994;No merge and no split;Bergemann;Bergemann (1996) [1994–1995];Observational;single centre;South Africa;Africa;low;1991–2000;na;23;4;2;NA;NA;NA;NA;NA;NA;NA;7;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.421875;0.5810071679453905;0.2627428320546094;42.1875;0.08118988160479111
12;2;Adults;NA;NA;4;1996-07-01;1996-11-01;1996;No merge and no split;Silber;Silber (1999) [1996–1996];Observational;single centre;South Africa;Africa;low;1991–2000;na;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16666666666666666;0.3976548818542721;-0.06432154852093885;16.666666666666664;0.1178511301977579
140;17;Children;65;75;119;1986-01-01;1995-12-01;1990;No merge and no split;Kim;Kim (1998) [1986–1995];Observational;multicentre;Korea;Asia;high;1981–1990;na;49;9;48;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12142857142857143;0.17915205018721866;0.06370509266992419;12.142857142857142;0.02945075446869757
80;13;Not specified;31;49;88;2009-01-01;2016-05-01;2012;No merge and no split;Park;Park (2017) [2009–2016];Observational;multicentre;Korea;Asia;high;After 2010;na;24;NA;NA;5;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1625;0.2508360062488677;0.07416399375113228;16.25;0.045069390943299856
172;33;Adults;NA;NA;131.96774193548387;1998-01-01;2008-12-31;2003;No merge and no split;Moon;Moon (2010) [1998–2008];Observational;multicentre;Korea;Asia;high;2001–2010;na;83;5;NA;11;NA;6;20;NA;NA;14;NA;NA;13;0;NA;2;NA;2;6;NA;NA;4;NA;NA;0.19186046511627908;0.2573217603907822;0.12639916984177596;19.186046511627907;0.03339862003801179
723;272;Children;NA;386;35.266666666666666;2005-07-18;2008-06-26;2007;No merge and no split;Pelkonen;Pelkonen (2011) [2005–2008];Interventional;single centre;Angola;Africa;low;2001–2010;na;184;49;188;NA;NA;NA;NA;NA;NA;NA;32;270;82;7;62;NA;NA;NA;NA;NA;NA;NA;19;102;0.37621023513139695;0.4209199835475;0.331500486715294;37.6210235131397;0.0228110961306648
276;56;Neonates and children;NA;NA;8.967741935483872;1993-04-01;1993-12-31;1993;No merge and no split;Gomes;Gomes (1996) [1993–1993];Observational;single centre;Brazil;S-America;high;1991–2000;na;33;77;89;NA;NA;NA;NA;NA;NA;NA;9;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2028985507246377;0.2560409310005574;0.14975617044871795;20.28985507246377;0.027113459324448846
402;38;Neonates and children;169;231;119.96774193548387;1996-01-01;2005-12-31;2000;No merge and no split;Cho;Cho (2010) [1996–2005];Observational;multicentre;Korea;Asia;high;1991–2000;na;91;18;67;NA;21;99;NA;NA;NA;NA;106;NA;18;3;0;NA;1;8;NA;NA;NA;NA;8;NA;0.0945273631840796;0.12458271503935123;0.06447201132880798;9.45273631840796;0.015334363191465115
675;124;Adults;NA;NA;359.96774193548384;1977-01-01;2006-12-31;1992;No merge and no split;Cabellos;Cabellos (2009) [1977–2006];Observational;single centre;Spain;Europe;high;1991–2000;na;218;240;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1837037037037037;0.21603797970710173;0.15136942770030565;NA;0.01649707959357043
108;9;Adults;NA;NA;71.96774193548387;1995-01-01;2000-12-31;1997;No merge and no split;Flores-Cordero;Flores-Cordero (2003) [1995–2000];Observational;single centre;Spain;Europe;high;1991–2000;na;25;10;1;NA;2;NA;4;1;NA;NA;4;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08333333333333333;0.13777777777777775;0.028888888888888888;8.333333333333332;0.027777777777777773
921;85;Not specified;NA;NA;35.96774193548387;1987-01-01;1989-12-31;1988;No merge and no split;Berg;Berg (1996) [1987–1989];Observational;multicentre;Sweden;Europe;high;1981–1990;na;306;159;456;NA;NA;NA;NA;NA;NA;NA;NA;NA;72;4;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09229098805646037;0.11191129982225197;0.07267067629066877;9.229098805646037;0.01001036314581204
1746;214;Adults;1095;1066;239.96774193548387;1995-01-01;2014-12-31;2004;merge time;Glimaker;Glimaker (2016) [1995–2014];Observational;multicentre;Sweden;Europe;high;2001–2010;na;893;198;98;77;NA;NA;NA;NA;NA;NA;256;224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12256586483390607;0.13898758769938285;0.10614414196842929;NA;0.00837843003340652
240;19;Children;102;138;143.96774193548387;1955-01-01;1966-12-31;1960;No merge and no split;Justitz;Justitz (1970) [1955–1966];Observational;single centre;Switzerland;Europe;high;Before 1961;na;25;99;73;NA;4;NA;4;NA;2;NA;11;22;3;2;2;NA;2;NA;1;NA;2;NA;3;4;0.07916666666666666;0.11476434137224883;0.04356899196108449;7.916666666666666;0.018162078931419474
104;29;Adults;NA;NA;83.96774193548387;1980-01-01;1986-12-31;1983;No merge and no split;Dufour;Dufour (1991) [1980–1986];Observational;single centre;Switzerland;Europe;high;1981–1990;na;32;21;5;10;NA;NA;5;NA;NA;NA;12;19;15;1;0;2;NA;NA;3;NA;NA;NA;5;3;0.27884615384615385;0.3803357982883041;0.1773565094040036;27.884615384615387;0.051780430837831765
122;32;Not specified;46;76;155.96774193548387;1950-01-01;1962-12-31;1956;No merge and no split;Schmuziger;Schmuziger (1965) [1950–1962];Observational;single centre;Switzerland;Europe;high;Before 1961;na;45;23;23;NA;NA;NA;NA;NA;NA;NA;7;24;19;2;0;NA;NA;NA;NA;NA;NA;NA;5;6;0.26229508196721313;0.353175691221353;0.17141447271307325;26.229508196721312;0.04636765778272443
101;27;Children;35;66;83;1989-01-01;1995-12-01;1992;No merge and no split;Chang;Chang (1998) [1989–1995];Observational;multicentre;Taiwan;Asia;high;1991–2000;na;19;5;19;NA;11;21;NA;NA;6;NA;20;NA;6;0;4;NA;5;3;NA;NA;4;NA;5;NA;0.26732673267326734;0.3681629579059901;0.16649050744054458;26.732673267326735;0.05144705369016467
83;14;Children;NA;NA;9.967741935483872;1997-03-01;1997-12-31;1997;No merge and no split;Lucena;Lucena (2005) [1997–1997];Observational;single centre;Brazil;S-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1686746987951807;0.2570319093744208;0.08031748821594067;16.867469879518072;0.04508020947920411
60;6;Neonates;27;33;191.96774193548387;1986-01-01;2001-12-31;1993;merge time;Chang;Chang (2003) [1986–2001];Observational;single centre;Taiwan;Asia;high;1991–2000;na;0;0;1;0;15;19;0;2;7;1;15;0;0;0;0;0;2;1;0;1;0;1;1;0;0.1;0.18001666493091714;0.01998333506908286;10;0.0408248290463863
217;90;Adults;80;137;263.96774193548384;1986-01-01;2007-12-31;1996;No merge and no split;Su;Su (2010) [1986–2007];Observational;single centre;Taiwan;Asia;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4147465437788018;0.500434067473687;0.3290590200839167;41.474654377880185;0.043718124334125086
50;20;Adults;NA;NA;119.96774193548387;2006-01-01;2015-12-31;2010;No merge and no split;Lien;Lien (2017) [2006–2015];Observational;single centre;Taiwan;Asia;high;2001–2010;na;6;NA;NA;6;1;2;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;0.5753077294359835;0.2246922705640165;40;0.08944271909999157
263;70;Adults;NA;NA;209;1981-01-01;1998-06-01;1989;No merge and no split;Tang;Tang (1999) [1981–1998];Observational;single centre;Taiwan;Asia;high;1981–1990;na;90;7;6;6;NA;NA;36;NA;NA;NA;118;NA;18;NA;NA;1;NA;NA;9;NA;NA;NA;42;NA;0.2661596958174905;0.32851154570368013;0.20380784593130083;26.61596958174905;0.031812168309280436
291;50;Neonates and children;NA;NA;347.96774193548384;1984-01-01;2012-12-31;1998;No merge and no split;Lin;Lin (2015) [1984–2012];Observational;single centre;Taiwan;Asia;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1718213058419244;0.21944774196308017;0.12419486972076861;17.18213058419244;0.0242992021026305
130;66;Children;65;65;35.96774193548387;1999-04-01;2002-03-31;2000;No merge and no split;Wiersinga;Wiersinga (2004) [1999–2002];Observational;single centre;Tanzania;Africa;low;1991–2000;na;91;24;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5076923076923077;0.630177809792973;0.3852068055916425;50.76923076923077;0.06249260311258431
78;19;Children and adults;30;48;19;1989-05-01;1990-12-01;1990;No merge and no split;Pallangyo;Pallangyo (1992) [1989–1990];Observational;single centre;Tanzania;Africa;low;1981–1990;na;18;35;NA;NA;NA;NA;NA;NA;NA;NA;1;24;7;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0.24358974358974358;0.35312105037615027;0.1340584368033369;24.358974358974358;0.055883319788983005
618;129;Neonates and children;NA;NA;131.96774193548387;1980-01-01;1990-12-31;1985;merge age;Chotpitayasunondh;Chotpitayasunondh (1994) [1980–1990];Observational;single centre;Thailand;Asia;high;1981–1990;na;122;20;229;0;20;18;9;9;19;14;80;79;29;2;25;0;9;2;3;6;15;6;20;12;0.2087378640776699;0.24475941863355513;0.17271630952178468;20.87378640776699;0.018378344161165933
1049;168;Not specified;NA;NA;71.96774193548387;2004-01-01;2009-12-31;2006;No merge and no split;Fonseca de Souza;Fonseca de Souza (2012) [2004–2009];Observational;multicentre;Brazil;S-America;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1601525262154433;0.1843703560893792;0.13593469634150732;16.015252621544327;0.012356035649967321
71;26;Adults;NA;NA;179.96774193548387;1984-01-01;1998-12-31;1991;No merge and no split;Chotmongkol;Chotmongkol (2000) [1984–1998];Observational;single centre;Thailand;Asia;high;1981–1990;na;24;NA;NA;NA;12;NA;NA;NA;1;6;9;19;9;NA;NA;NA;5;NA;NA;NA;1;4;5;2;0.36619718309859156;0.5069588485442516;0.22543551765293163;36.61971830985916;0.07181717624778569
44;7;Neonates;NA;NA;179.96774193548387;1996-01-01;2010-12-31;2003;No merge and no split;Ben Hamouda;Ben Hamouda (2013) [1996–2010];Observational;single centre;Tunisia;Africa;high;2001–2010;na;1;NA;1;NA;2;10;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1590909090909091;0.2769471038565136;0.0412347143253046;15.909090909090908;0.06013071161510434
55;22;Neonates;20;35;275.96774193548384;1990-01-01;2012-12-31;2001;No merge and no split;Kamoun;Kamoun (2015) [1990–2012];Observational;single centre;Tunisia;Africa;high;1991–2000;na;2;NA;1;NA;7;7;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;0.5671493616227986;0.2328506383772014;40;0.08528028654224418
186;29;Adults;76;110;78;1996-06-01;2002-12-01;1999;No merge and no split;Celal;Celal (2004) [1996–2002];Observational;single centre;Turkey;Europe;high;1991–2000;na;19;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.15591397849462366;0.21266087646227758;0.09916708052696976;15.591397849462366;0.028952498963088727
325;8;Neonates;NA;NA;89.96666666666667;2003-01-01;2010-06-30;2006;No merge and no split;Kavuncuoglu;Kavuncuoglu (2013) [2003–2010];Observational;single centre;Turkey;Europe;high;2001–2010;na;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.024615384615384615;0.04167297589077702;0.007557793339992208;2.4615384615384617;0.00870285269152674
159;34;Adults;69;90;95.96774193548387;2001-01-01;2008-12-31;2004;No merge and no split;Erdem;Erdem (2010) [2001–2008];Observational;multicentre;Turkey;Europe;high;2001–2010;na;110;4;2;14;4;NA;4;NA;NA;NA;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2138364779874214;0.2857148787037534;0.14195807727108936;21.38364779874214;0.03667265342670001
48;6;Children;19;29;22.967741935483872;1999-02-01;2000-12-31;2000;No merge and no split;Kirimi;Kirimi (2003) [1999–2000];Observational;single centre;Turkey;Europe;high;1991–2000;na;1;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.125;0.2250208311636464;0.024979168836353573;12.5;0.05103103630798287
51;23;Neonates and children;NA;NA;68.96774193548387;2003-04-01;2008-12-31;2006;No merge and no split;Nansera;Nansera (2012) [2003–2008];Observational;single centre;Uganda;Africa;low;2001–2010;na;26;NA;5;NA;NA;NA;NA;NA;NA;NA;22;NA;13;NA;1;NA;NA;NA;NA;NA;NA;NA;9;NA;0.45098039215686275;0.6352907801116261;0.2666700042020994;45.09803921568628;0.09403591222181804
110;59;Not specified;41;77;11.967741935483872;1957-01-01;1957-12-31;1957;No merge and no split;Shaper;Shaper (1958) [1957–1957];NA;single centre;Uganda;Africa;low;Before 1961;na;70;6;1;NA;NA;NA;1;NA;NA;NA;2;30;43;0;0;NA;NA;NA;0;NA;NA;NA;1;15;0.5363636363636364;0.6732276878711134;0.39949958485615933;53.63636363636364;0.06982859770789646
87;10;Neonates;50;37;131.96774193548387;1994-01-01;2004-12-31;1999;No merge and no split;Krebs;Krebs (2007) [1994–2004];Observational;single centre;Brazil;S-America;high;1991–2000;na;2;4;NA;NA;3;NA;8;2;1;NA;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11494252873563218;0.1861846461371267;0.043700411334137663;11.494252873563218;0.03634801908239517
559;39;Neonates and children;NA;NA;492;1946-01-01;1987-01-01;1966;merge time;Carter;Carter (1990) [1946–1987];Observational;multicentre;United Kingdom;Europe;high;1961–1970;na;48;215;127;NA;NA;NA;0;0;0;0;16;153;5;14;NA;NA;NA;NA;0;0;0;0;8;4;0.06976744186046512;0.09166403591567238;0.04787084780525785;6.976744186046512;0.011171731660820033
270;30;Not specified;108;162;119.96774193548387;1968-01-01;1977-12-31;1972;No merge and no split;Davey;Davey (1982) [1968–1977];Observational;multicentre;United Kingdom;Europe;high;1971–1980;na;40;113;52;NA;NA;NA;NA;NA;NA;NA;17;48;12;4;4;NA;NA;NA;NA;NA;NA;NA;7;3;0.1111111111111111;0.1508717115818565;0.07135051064036572;11.11111111111111;0.020286020648339485
97;19;Not specified;NA;NA;335;1964-01-01;1991-12-01;1977;merge time;Ballantyne;Ballantyne (1993) [1964–1991];Observational;single centre;United Kingdom;Europe;high;1971–1980;na;27;5;8;5;2;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1958762886597938;0.28395300958082187;0.10779956773876576;19.587628865979383;0.0449371025107286
197;14;Neonates and children;85;109;95.96774193548387;1984-01-01;1991-12-31;1987;No merge and no split;Molyneux;Molyneux (2006) [1984–1991];Observational;single centre;United Kingdom;Europe;high;1981–1990;na;22;111;53;NA;NA;8;NA;NA;NA;NA;3;NA;0;11;3;NA;NA;1;NA;NA;NA;NA;0;NA;0.07106598984771574;0.10829263186841077;0.03383934782702068;7.1065989847715745;0.01899318470443625
48;9;Not specified;34;33;95.96774193548387;1971-01-01;1978-12-31;1974;No merge and no split;Chattopadhyay;Chattopadhyay (1980) [1971–1978];Observational;single centre;United Kingdom;Europe;high;1971–1980;na;6;17;16;1;1;3;NA;NA;NA;NA;4;NA;1;2;1;0;1;2;NA;NA;NA;NA;2;NA;0.1875;0.30999999999999994;0.065;18.75;0.062499999999999986
738;94;Neonates and children;304;434;59.96774193548387;1969-01-01;1973-12-31;1971;merge age;Goldacre;Goldacre (1976) [1969–1973];Observational;multicentre;United Kingdom;Europe;high;1961–1970;na;67;265;193;4;27;NA;5;NA;NA;2;28;147;11;29;11;0;12;NA;1;NA;NA;0;14;16;0.12737127371273713;0.15312046753532793;0.10162207989014632;12.737127371273713;0.013137343787036125
1810;154;Neonates and children;NA;NA;23.967741935483872;1985-09-01;1987-08-31;1986;merge age;de Louvois;de Louvois (1991) [1985–1987];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;168;443;454;20;99;156;NA;NA;NA;NA;108;362;15;19;19;2;23;38;NA;NA;NA;NA;30;8;0.08508287292817679;0.09852097256692934;0.07164477328942427;NA;0.006856173285077823
2858;472;Not specified;NA;NA;35.96774193548387;2011-01-01;2013-12-31;2012;No merge and no split;Kambire;Kambire (2016) [2011–2013];Observational;multicentre;Burkina Faso;Africa;low;After 2010;na;1528;1269;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;357;111;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16515045486354094;0.1800497199179513;0.15025118980913055;16.515045486354094;0.007601665844086926
1846;249;Neonates;NA;NA;203;1975-01-01;1991-12-01;1983;No merge and no split;Synnott;Synnott (1994) [1975–1991];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;98;50;42;125;526;633;43;28;39;42;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13488624052004333;0.1516404541292506;0.11813202691083606;13.488624052004333;0.00854806816796289
144;14;Neonates;NA;NA;17.967741935483872;1996-07-01;1997-12-31;1997;No merge and no split;Holt;Holt (2001) [1996–1997];Observational;multicentre;United Kingdom;Europe;high;1991–2000;na;8;5;1;7;26;69;NA;NA;NA;NA;28;NA;1;NA;NA;1;4;8;NA;NA;NA;NA;NA;NA;0.09722222222222222;0.14815033665331195;0.046294107791132466;9.722222222222223;0.02598373185259681
282;22;Neonates;NA;NA;12.967741935483872;2010-07-01;2011-07-31;2011;No merge and no split;Okike;Okike (2014) [2010–2011];Observational;multicentre;United Kingdom;Europe;high;2001–2010;na;25;20;3;9;34;133;3;2;3;2;22;NA;5;0;2;0;3;7;2;0;1;0;2;NA;0.07801418439716312;0.1106142371959359;0.04541413159839035;7.801418439716312;0.016632679999373866
337;29;Neonates and children;NA;NA;155.96774193548387;1950-01-01;1962-12-31;1956;merge age;Heycock;Heycock (1964) [1950–1962];Observational;single centre;United Kingdom;Europe;high;Before 1961;na;23;126;21;0;8;1;NA;NA;NA;NA;4;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08605341246290801;0.11737365881894252;0.05473316610687352;8.605341246290802;0.01597971752858903
141;28;Children and adults;NA;NA;77.96666666666667;1974-01-01;1980-06-30;1977;No merge and no split;Ispahani;Ispahani (1983) [1974–1980];Observational;multicentre;United Kingdom;Europe;high;1971–1980;na;35;40;29;NA;NA;NA;NA;NA;NA;NA;20;17;18;0;1;NA;NA;NA;NA;NA;NA;NA;8;1;0.19858156028368795;0.2721371995700227;0.1250259209973532;19.858156028368796;0.037528387390987114
262;25;Children;NA;NA;119;1980-01-01;1989-12-01;1984;No merge and no split;Fortnum;Fortnum (1993) [1980–1989];Observational;multicentre;United Kingdom;Europe;high;1981–1990;na;33;100;99;NA;3;10;NA;NA;NA;NA;12;5;6;5;6;NA;2;3;NA;NA;NA;NA;3;0;0.09541984732824428;0.13282442748091602;0.05801526717557252;9.541984732824428;0.019083969465648856
69;21;Not specified;NA;NA;95.96774193548387;1957-01-01;1964-12-31;1960;No merge and no split;Fortuine;Fortuine (1966) [1957–1964];Observational;single centre;United States;N-America;high;Before 1961;na;11;11;1;NA;NA;NA;NA;NA;NA;NA;10;36;3;5;1;NA;NA;NA;NA;NA;NA;NA;2;10;0.30434782608695654;0.434519541479905;0.17417611069400804;30.434782608695656;0.06641414050660636
860;262;Not specified;NA;NA;56.96774193548387;2002-04-01;2006-12-31;2004;merge age;Traore;Traore (2009) [2002–2006];Observational;multicentre;Multinational;Africa;low;2001–2010;na;362;303;195;0;0;0;0;0;0;0;0;0;170;40;52;0;0;0;0;0;0;0;0;0;0.30465116279069765;0.3415411297095671;0.2677611958718282;30.011454753722795;0.018821411693300753
